id,task_str,file,mean_accuracy,median_accuracy,p80_accuracy,mean_precision,median_precision,p80_precision
108dxy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\108dxy_FVTask\2024_09_25_17_29_31.txt,0.9767819260274647,0.8049525096786972,1.5531216426621792,0.13172992296534725,0.11530390896046701,0.19959418413515034
109yjy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\109yjy_FVTask\2024_09_26_14_25_49.txt,1.3023327779483238,1.2618383739691708,1.6422281869670943,0.09919285567951264,0.09798613920812829,0.13764493221652876
112lmn,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\112lmn_FVTask\2024_09_26_17_37_06.txt,0.9641688359930001,0.5295491543040223,1.4250621993860866,0.13246216689248622,0.10771317105919306,0.19402574570444114
111py,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\111py_FVTask\2024_09_26_16_53_05.txt,0.41549367712646773,0.34000522938811734,0.609399274735336,0.10644223875940013,0.09426674861525611,0.136151488502199
110wyc,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\110wyc_FVTask\2024_09_26_15_02_34.txt,1.2285521988722399,1.129973429191411,1.7445844623777826,0.13783164462398992,0.14857425959100892,0.23223816670826417
113ty,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\113ty_FVTask\2024_09_27_10_13_05.txt,2.0175365526823916,2.316643174765068,2.856067456317975,0.15604068553217906,0.13906736809912,0.20263863777391772
114zfj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\114zfj_FVTask\2024_09_27_11_31_30.txt,2.4293914982962392,2.2975923399224407,3.2598577097216865,0.11616488555341685,0.10813231968481038,0.12822060143081934
115yn,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\115yn_FVTask\2024_10_22_10_51_29.txt,0.6199475587498943,0.43285553533252724,0.8871200753260619,0.1224602032275995,0.11068324523839357,0.18125525894966382
116fwh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\116fwh_FVTask\2024_10_22_12_13_53.txt,2.5954900082654864,2.378489846612204,3.8273239532265553,0.15905237115208634,0.15116670629113163,0.22188047983308565
118jsn,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\118jsn_FVTask\2024_10_23_13_52_20.txt,2.290025273166251,2.1370961368039993,2.700862653592076,0.09073362139739971,0.07771511145057797,0.14481514464835069
119zyx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\119zyx_FVTask\2024_10_23_14_23_45.txt,1.490797706639438,1.27190691511381,2.182141095410723,0.1289204269238791,0.09821593339594056,0.16873024049747265
11wjw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\11WJW_FVTask\2024_06_14_15_38_48.txt,5.539723201936721,4.38884760514422,10.699084148067373,0.28909958061034285,0.21528420059680864,0.3240794448091393
117fx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\117fx_FVTask\2024_10_22_14_21_18.txt,0.7344980243760606,0.5741131101069676,1.3626249685046516,0.10618578248116466,0.09872671406324521,0.14155600023961337
11tq,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\11tq_FVTask\2024_11_15_12_41_31.txt,1.101701717249236,0.558789041314467,1.7228934940991385,0.11135196012420177,0.0914120783974543,0.16910255283678596
120ch,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\120ch_FVTask\2024_10_23_16_39_59.txt,0.6728770783031509,0.5732354724664827,0.6806937780806154,0.10942625607034417,0.08485048221673716,0.18207918995016292
124lyj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\124lyj_FVTask\2024_10_25_15_52_06.txt,1.1444491826222818,1.1193335286280002,1.815665094090806,0.17524914820808046,0.15161731905325798,0.2974662817071903
121wch,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\121wch_FVTask\2024_10_23_17_12_08.txt,1.6821693340650885,1.4866985459566933,2.20397443909149,0.11094018688651502,0.10599384540531548,0.1636217121081941
125njw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\125njw_FVTask\2024_10_25_17_41_43.txt,2.105429789419658,2.2516069853718843,2.62551331884564,0.13237561359710628,0.10307273406448737,0.2190118286686084
122syd,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\122syd_FVTask\2024_10_25_11_20_40.txt,1.0140561128924335,0.7971861806958753,1.2940599338359446,0.1231253428173379,0.11229940692649454,0.16888212105912165
123jwt,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\123jwt_FVTask\2024_10_25_15_12_02.txt,0.7890491290848735,0.819283510884437,0.994929311783984,0.17823669640925274,0.13255918684790857,0.251037931076049
126zyt,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\126zyt_FVTask\2024_10_25_18_34_33.txt,1.9967841470962302,1.4553315540253653,3.010342955037366,0.2366718963588549,0.19434174702866192,0.2900467495484955
127lc,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\127lc_FVTask\2024_10_28_10_28_59.txt,0.5775438640216161,0.4593889547474555,0.9036869817266747,0.12938108596120576,0.10426008055718991,0.21311333425430848
128tw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\128tw_FVTask\2024_10_28_11_13_17.txt,0.8966440477556249,0.5456398091674906,1.614626407140145,0.11536726205524482,0.10067679563111703,0.17289113866491113
12yh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\12YH_FVTask\2024_06_18_10_12_58.txt,2.1256764235511962,2.3370496454528054,2.9623000398839054,0.3042757860435861,0.3354654955068326,0.39136352296244326
130zlt,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\130zlt_FVTask\2024_10_28_13_01_27.txt,0.8042832350815406,0.6815861752035942,1.1229508656370386,0.08783099100663795,0.08463658221638495,0.1333407574857094
12wyj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\12wyj_FVTask\2024_11_15_13_35_22.txt,2.636247822921633,2.3439535413745833,4.3855598789695875,0.2255054953854274,0.17308447221439793,0.3783506437373351
129yyl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\129yyl_FVTask\2024_10_28_11_58_46.txt,0.8684105446114253,0.9256128738224849,1.1545968570433285,0.10523354219648266,0.08318797355348931,0.1181123753460925
131zlj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\131zlj_FVTask\2024_10_28_13_34_24.txt,0.8902218707683757,0.8102630839535727,1.1234378279152506,0.0852529597559068,0.06948505798264165,0.10871531894689349
132ljw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\132ljw_FVTask\2024_10_28_14_18_33.txt,0.5725758795063406,0.5929359984871434,0.9600043548738734,0.11152525613859528,0.09922080494004928,0.14449825850523373
134xc,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\134xc_FVTask\2024_10_28_15_45_20.txt,1.8804696199579878,2.064845414464804,2.8358522600638802,0.08391849623242714,0.0830420085820682,0.11042737368828015
135lby,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\135lby_FVTask\2024_10_28_16_29_11.txt,0.6444446099848581,0.5809174173531473,0.8756130139367944,0.061339818933762204,0.04842267618900307,0.07586530229185533
133zzh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\133zzh_FVTask\2024_10_28_14_53_36.txt,0.6714640338437309,0.6779188464360504,0.9088834708916154,0.1186136388636027,0.0981288451702022,0.17332293062992724
136zyx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\136zyx_FVTask\2024_10_28_17_28_49.txt,0.41490815072680237,0.37279157966151094,0.6237172184069779,0.16845410111847733,0.11202581534783623,0.3430164633362448
137wqq,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\137wqq_FVTask\2024_10_28_18_20_09.txt,1.2915528188941867,1.2827789691332077,1.7637780794697433,0.13408577265194074,0.12469356518098698,0.19026008383147977
13cz,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\13CZ_FVTask\2024_06_18_10_53_31.txt,0.6659895000896963,0.5002662914153704,1.0329879701539082,0.11620577894573346,0.09343510352017183,0.1759804606778221
139hyr,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\139hyr_FVTask\2024_10_28_19_32_23.txt,0.7955671306436316,0.6943014221442041,1.128815773353844,0.17401883707670274,0.11597400124588703,0.22570089537840832
138bjj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\138bjj_FVTask\2024_10_28_19_00_11.txt,2.542747892630865,2.5025456995328854,3.2653559977698032,0.16869935387397864,0.12316223185555769,0.22243798266908563
140xly,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\140xly_FVTask\2024_10_28_20_14_28.txt,0.3504746876954172,0.2902069271794812,0.4590871464674061,0.08542846009017867,0.0720837211376516,0.10636475504426635
141pyh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\141pyh_FVTask\2024_10_29_09_46_15.txt,0.9345894088752179,0.6718739322935685,1.6179304048130134,0.17674924109819312,0.1617793502507066,0.24499989966469754
13zxc,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\13zxc_FVTask\2024_11_15_14_39_11.txt,2.089542342292564,1.7042187045633788,3.333919988730043,0.21996482145126683,0.21500911256451521,0.32855447023076384
142syx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\142syx_FVTask\2024_10_29_10_29_42.txt,0.9744435798939625,0.6850187056443049,1.6719782959661602,0.1098441107247996,0.10008971897512964,0.15130500064282956
143wyw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\143wyw_FVTask\2024_10_29_11_21_29.txt,1.0922018534693565,1.1302157121642353,1.5681041252792558,0.11819500535682796,0.06394724798697748,0.13574234329120388
144xw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\144xw_FVTask\2024_10_29_12_05_46.txt,1.0193877550096313,0.9355098914402284,1.1958147599191706,0.1370359615308395,0.12969197121618556,0.18013162986260522
147lcm,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\147lcm_FVTask\2024_10_29_14_15_39.txt,0.6481481530805954,0.6205088346675215,1.0054154124345165,0.17776942815897626,0.12388576789541486,0.2491135050693228
145xd,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\145xd_FVTask\2024_10_29_12_54_02.txt,0.8767828136492439,0.8453269424175702,1.2395839442678442,0.08456683345810391,0.07426918276447622,0.11212948344181306
148ysm,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\148ysm_FVTask\2024_10_29_15_06_25.txt,1.1039799318491401,0.6790377616083472,1.729569488291571,0.16372405491069497,0.14823182338105623,0.19647368803933712
146ys,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\146ys_FVTask\2024_10_29_13_40_02.txt,1.2345373834927058,1.0190053123760967,1.952003334859584,0.13402068400621286,0.13583188691249656,0.18633730270965512
149yqx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\149yqx_FVTask\2024_10_29_15_54_10.txt,0.5556998736789366,0.3987524177707608,0.7487976864155484,0.10447377044283666,0.068232942706647,0.1447145329961282
14jll,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\14JLL_FVTask\2024_06_18_13_18_56.txt,3.1432391765994354,3.5982760771369096,4.756442119565635,0.15464508224827625,0.16352159069202862,0.22669463930146969
14pyp,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\14pyp_FVTask\2024_11_15_15_46_40.txt,0.8669915939103044,0.8007561952888922,0.969884997901321,0.1270981138852295,0.08261134673931395,0.2152141665491028
150tn,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\150tn_FVTask\2024_10_29_16_37_23.txt,1.4485638578922495,1.2470343586875652,2.026011812142259,0.1875134981642922,0.10431740900597529,0.3315656070525084
152zh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\152zh_FVTask\2024_10_29_18_12_50.txt,1.651362145803439,1.6135871287667292,2.52354481867881,0.14106351180346383,0.1138903280780017,0.18460228004621126
155yxl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\155yxl_FVTask\2024_10_30_13_18_29.txt,2.4602268947301025,2.473687810981568,3.7937267262601795,0.19781233324169048,0.10633413998247018,0.16217502173210357
151ljl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\151ljl_FVTask\2024_10_29_17_24_14.txt,0.7047929950635224,0.7254056164900196,0.9600421932127955,0.1147640522904644,0.08932689536900301,0.13504480589825407
154ty,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\154ty_FVTask\2024_10_29_19_28_54.txt,0.8906262006895268,0.7225013477414575,1.2516511153566707,0.08764208608510182,0.07485936018128383,0.11789168378622586
153cy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\153cy_FVTask\2024_10_29_18_47_57.txt,1.0374483132699261,0.9197499147828609,1.6007784204652338,0.08343626119331553,0.07363094552231453,0.12131247023020486
156ljy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\156ljy_FVTask\2024_10_30_14_03_00.txt,0.945335952838127,0.8477105813902925,1.301940999161773,0.08892115955834601,0.06248248166225109,0.14918124369101193
157lq,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\157lq_FVTask\2024_10_30_15_10_04.txt,2.3995353187243027,2.5786056942185676,3.2436266576065775,0.12737153320237204,0.10567734188051975,0.18533050406852475
15ln,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\15LN_FVTask\2024_06_18_14_46_01.txt,2.0453399210580296,1.2557356638461288,3.7833246447257647,0.10070155977611304,0.08335956032548156,0.1772704220672465
158lsh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\158lsh_FVTask\2024_10_30_15_56_32.txt,1.104489600312862,1.0362251620715965,1.748620789310927,0.09629885385781521,0.09151853060215104,0.12552993676261193
159jhl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\159jhl_FVTask\2024_10_30_16_28_16.txt,0.5090186224949549,0.4949527288467557,0.624346788575847,0.12566689984908117,0.10737135486150348,0.2124344191636488
15gyy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\15gyy_FVTask\2024_11_15_16_50_21.txt,1.2402747608331381,1.3024996305927705,1.7565097294013508,0.08590281842107894,0.07649074771110873,0.09498010111753377
160zl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\160zl_FVTask\2024_10_30_17_12_41.txt,2.163501495486217,2.0512364595371615,2.9970076384132667,0.0896507746758005,0.0765401598478321,0.10423734986397476
161cyd,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\161cyd_FVTask\2024_10_30_17_54_31.txt,1.083128738408288,0.9947944603260903,1.7248153872688141,0.11472136930135375,0.09850304343768498,0.18142904482356262
162ydy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\162ydy_FVTask\2024_10_30_18_36_49.txt,1.3224819220625277,1.0841002396571566,2.020831919644476,0.14874210779677652,0.09697647028719336,0.12151674434845647
163csz,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\163csz_FVTask\2024_10_30_19_35_51.txt,1.7095716118955426,1.1513319621568745,2.780118674628492,0.20940880723412014,0.20801695548669774,0.25940420686485754
167hlz,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\167hlz_FVTask\2024_10_31_11_13_28.txt,1.1646199473405525,0.8283465965494532,1.3621046266289085,0.08887209028275765,0.07959602862953555,0.1323973591785472
166lyl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\166lyl_FVTask\2024_10_31_10_35_55.txt,0.792524301179653,0.638743325286922,1.2464825553521242,0.12600709438937777,0.1135292315303697,0.15680004714924564
164zkx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\164zkx_FVTask\2024_10_30_20_21_43.txt,0.9910373262350781,1.0648617578322312,1.4503810646626356,0.18514938262379377,0.1537041631213202,0.2831259759720446
169lsd,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\169lsd_FVTask\2024_10_31_12_35_28.txt,0.9147797470681961,0.9613259799264933,1.1217016745087596,0.10466914593068367,0.10108927720037739,0.13850299478499595
168yjl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\168yjl_FVTask\2024_10_31_11_57_54.txt,1.0087943687254328,0.7581074944850341,1.1272968677407074,0.12675897528980254,0.11519004140070058,0.14296878080366562
16lxw,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\16lxw_FVTask\2024_11_15_17_46_07.txt,1.3425074960028633,0.9285403148521825,2.186602857822951,0.17596941053884121,0.1749081542427275,0.21911767114372513
165fjm,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\165fjm_FVTask\2024_10_31_09_43_40.txt,0.9456048726305389,0.6770055240676438,1.3731445349131568,0.13951506169247804,0.14263828978204687,0.20606683990952274
16xyx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\16XYX_FVTask\2024_06_18_16_01_06.txt,1.487640408634647,1.4430332873321061,1.9965817236979602,0.20069275707007242,0.17480468496282406,0.32249072566778614
170yyx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\170yyx_FVTask\2024_10_31_13_32_09.txt,2.420313366049926,2.3696696446736603,3.529330368009244,0.1325033361885287,0.1322756002401365,0.20718363384759314
173gjh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\173gjh_FVTask\2024_10_31_15_36_04.txt,0.811735804981303,0.8653620331346288,1.151090786225255,0.06582726894949874,0.06297677560258744,0.08074746677646125
171cjx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\171cjx_FVTask\2024_10_31_14_11_32.txt,0.4622264244134342,0.34908086177130804,0.7680065423724913,0.09384150267936119,0.05289879936608992,0.11385461410800747
172lkf,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\172lkf_FVTask\2024_10_31_15_04_40.txt,1.7847751198557675,2.022631749710804,2.361307118237384,0.38584050683969284,0.1414204005558033,0.19611472819490905
174dlj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\174dlj_FVTask\2024_10_31_16_17_16.txt,0.7014866574822687,0.559336889631888,1.0241428320795918,0.10506222909715501,0.10359946960579254,0.1879084750690504
176yt,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\176yt_FVTask\2024_10_31_18_44_48.txt,2.3961862887717396,2.4037097919177968,2.830519802924077,0.17347124427641383,0.15226610534988455,0.2870409841986078
175lrb,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\175lrb_FVTask\2024_10_31_17_04_59.txt,0.6433870416420147,0.5316943010682565,1.0553626174251927,0.13194823289811397,0.12040052051022895,0.16573241329936061
177wsy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\177wsy_FVTask\2024_10_31_19_20_59.txt,2.9183237843324523,3.2192975569556666,3.812571591290571,0.16598834072075971,0.12811348392695898,0.23381422457046086
178wsx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\178wsx_FVTask\2024_10_31_20_00_48.txt,0.41823792342046096,0.29783045451677714,0.7322045522462407,0.1213610987074152,0.06266417664051069,0.20796193288631282
17hzh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\17HZH_FVTask\2024_06_18_16_56_25.txt,2.516276707645639,2.7898293207545675,3.289062815975148,0.1324515301898579,0.1335497338298804,0.17572958759944463
179cyf,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\179cyf_FVTask\2024_11_01_09_45_49.txt,0.7768298749488035,0.6796787509713291,0.98555251000751,0.13408335302820892,0.10324133696476126,0.16559158769015236
17hth,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\17hth_FVTask\2024_11_15_18_49_53.txt,0.5613093082743236,0.3150137182470726,0.8765874194719115,0.08650304668226971,0.06134002447907173,0.11538969891261866
182yrj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\182yrj_FVTask\2024_11_01_12_51_35.txt,1.3732155076126862,1.456833601194771,1.6342096177646495,0.08412293815686257,0.08580841547054059,0.10689036156953434
180zjy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\180zjy_FVTask\2024_11_01_10_26_30.txt,1.091728231478686,1.1341741034670314,1.4942658036971317,0.17207364872277353,0.15990833341855692,0.21528282974888588
181npy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\181npy_FVTask\2024_11_01_11_46_37.txt,3.8873706494399705,3.723002528695509,6.192015832626107,0.20537300462108163,0.1728154163522239,0.3181213232480486
183xwj,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\183xwj_FVTask\2024_11_01_13_35_21.txt,0.751301756713028,0.708132039526925,1.1117237214315723,0.10185419530677102,0.053490812112431896,0.07784224903093229
184xl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\184xl_FVTask\2024_11_01_14_12_54.txt,1.932538362450383,2.061706916298954,2.5953631416744978,0.1129398784688758,0.09871591553433509,0.14298615081909896
185zll,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\185zll_FVTask\2024_11_01_15_07_33.txt,1.0065201140426703,0.8132539367811539,1.2910741086652442,0.16016742315558707,0.14971907652155844,0.2013956150224196
186wyl,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\186wyl_FVTask\2024_11_01_16_02_16.txt,1.7126772335460796,2.2133858074506314,2.565559622263325,0.26630459453831,0.28177995888264196,0.3117879558973218
187tx,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\187tx_FVTask\2024_11_01_17_17_17.txt,2.277740139404756,2.080101586957798,4.042257074438216,0.1069382830454219,0.08793518119124866,0.16378044975271996
188lhy,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\188lhy_FVTask\2024_11_01_18_02_51.txt,1.4040375765076785,1.5318502642648921,2.5134601527663016,0.14982261633278543,0.11394013939877337,0.14118450801891258
189mzq,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\189mzq_FVTask\2024_11_01_18_47_26.txt,1.3459621184518618,1.3681938650118632,1.7309302057615745,0.10097853727740529,0.08460958736273862,0.1456922106511259
18gsh,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\18GSH_FVTask\2024_06_18_19_27_02.txt,2.7154564240930097,2.6716175757809504,4.320031492373933,0.16458793316956608,0.15113585057050444,0.2273000457301266
18wgc,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\18wgc_FVTask\2024_11_15_19_36_09.txt,0.6062450780022296,0.45941648295880233,0.8466246036737526,0.4045389791845498,0.13759074043078878,0.1975680587149869
190cmq,fv,D:\python_projects\smartphone_psychiatry_assement\depression_symptom_detection\raw_data\validation\190cmq_FVTask\2024_11_01_19_31_54.txt,0.4443243904993779,0.4423651699459765,0.6718604975692308,0.1516454110749019,0.12622154040372724,0.2427608169824717
